,path,title,brand,locations,posting_date,responsibilities,basic_qualifications,preferred_qualifications,education,preferred_education,key_qualifications,nice_to_haves
31577302768,/job/san-francisco/media-systems-devops-engineer-ii/35576/31577302768,Media Systems DevOps Engineer II,The Walt Disney Studios,"['San Francisco, California, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31347908384,/job/celebration/staff-software-engineer-appian/391/31347908384,Staff Software Engineer - Appian,The Walt Disney Company (Corporate),"['Celebration, Florida, United States ', ' Burbank, California, United States']",2022-06-20," Oversee the technical oversight of platform projects and related Agile delivery teams, where a project comprises of multiple components Lead the development of (or develop, test and deploy) medium to large, creative software solutions that meet specifications and improve future development Lead the development of specifications for software development projects Translate complex ideas into understandable strategies, requirements, value statements, and outcomes Review or write code, leads programming and testing and debugging of major software development projects Conceive and set the technical architectural direction for software development projects Design the component tasks of software development projects, developing specifications for each Manage the full lifecycle of projects Manage resource plans and project budgets, providing monthly forecasts Be the escalation point for difficult problems and complex inquiries Be the peer group leader to and help train staff on Software Engineering standards and processes Basic "," At least 8 years of experience in a in a Software Engineering or software development role, managing complex products for large, multinational corporate with multiple business units At least 5 years of experience developing solutions on the Appian platform Appian certification required (Analyst/Associate/Senior/Developer) Develop, create and test server-side with advanced Java, JavaScript, Unix Shell, and Windows PowerShell scripts Basic Object-oriented Design in JavaScript or Java SQL and Database Tuning CSS, HTML, SSO, GIT Code Management, SN Service Portals with Widget Development Expertise in platform automation, workflows, abstraction APIs and Scripted Rest API Framework Knowledge of ITIL v3 or later and ITSM best practices Demonstrated experience leading matrixed teams to deliver complex projects or technology transformation initiatives Experience using Agile software development methodologies (PMI-ACP, SAFe Agilist, ICP-ACC, etc.) and managing the full SDLC Experience working in an outsourced IT environment and building collaborative vendor relationships ", Experience with the Salesforce or ServiceNow platforms ," BS in Computer Science or another degree in a related discipline Preferred Education Preference for MS in Computer Science, Master of Business Administration (MBA) or other advanced degree in a related discipline Agile, or other software engineering courses/certifications "," Preference for MS in Computer Science, Master of Business Administration (MBA) or other advanced degree in a related discipline Agile, or other software engineering courses/certifications ",NA,NA
31270709232,/job/celebration/staff-software-engineer-servicenow/391/31270709232,Staff Software Engineer - ServiceNow,The Walt Disney Company (Corporate),"['Celebration, Florida, United States ', ' Seattle, Washington, United States']",2022-06-22," Oversee the technical oversight of platform projects and related Agile delivery teams, where a project comprises of multiple components Lead the development of (or develop, test and deploy) medium to large, creative software solutions that meet specifications and improve future development Lead the development of specifications for software development projects Translate complex ideas into understandable strategies, requirements, value statements, and outcomes Review or write code, leads programming and testing and debugging of major software development projects Conceive and set the technical architectural direction for software development projects Design the component tasks of software development projects, developing specifications for each Manage the full lifecycle of projects Manage resource plans and project budgets, providing monthly forecasts Be the escalation point for difficult problems and complex inquiries Be the peer group leader to and help train staff on Software Engineering standards and processes Basic "," At least 8 years of experience in a in a Software Engineering or software development role, managing complex products for large, multinational corporate with multiple business units At least 5 years of experience developing solutions on the ServiceNow platform Develop, create and test server-side with advanced JavaScript, Unix Shell, and Windows PowerShell scripts Basic Object-oriented Design in JavaScript SQL and Database Tuning CSS, HTML, SSO, GIT Code Management, SN Service Portals with Widget Development Expertise in platform automation, workflows, abstraction APIs and Scripted Rest API Framework Knowledge of ITIL v3 or later and ITSM best practices Demonstrated experience leading matrixed teams to deliver complex projects or technology transformation initiatives Experience using Agile software development methodologies (PMI-ACP, SAFe Agilist, ICP-ACC, etc.) and managing the full SDLC Experience working in an outsourced IT environment and building collaborative vendor relationships ", Experience with the Salesforce or Appian platforms Atomic CSS Design ," BS in Computer Science or another degree in a related discipline Preferred Education MS in Computer Science, Master of Business Administration (MBA) or other advanced degree in a related discipline Advanced ServiceNow, agile, or other software engineering courses/certifications "," MS in Computer Science, Master of Business Administration (MBA) or other advanced degree in a related discipline Advanced ServiceNow, agile, or other software engineering courses/certifications ",NA,NA
31013656208,/job/florida/lead-software-engineer-android/391/31013656208,Lead Software Engineer - Android,Disney Media &amp; Entertainment Distribution,"['Florida, United States ', ' Bristol, Connecticut, United States']",2022-06-14," Designing, Coding, PR Reviews, Writing Tests Collaborating with QA and Automation Team Interacting with the Product Development team to review requirements and discuss feature development Basic ",NA,NA,NA,NA,NA,NA
31577250976,/job/sydney/pipeline-technical-director-i/35576/31577250976,Pipeline Technical Director I,The Walt Disney Studios,"['Sydney, Australia']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31342042032,/job/sao-paulo/analyst-employee-relations/391/31342042032,"Analyst, Employee Relations",Disney Media &amp; Entertainment Distribution,"['São Paulo, Brazil ', ' Brazil']",2022-06-21,NA,NA,NA,NA,NA,NA,NA
31270708528,/job/celebration/principal-software-architect-web-ui/391/31270708528,Principal Software Architect - Web UI,"Disney Parks, Experiences and Products","['Celebration, Florida, United States']",2022-06-19," Lead Architecture, Design and Technical Roadmap of cloud scale Software Platforms that support a large variety of Disney Products. Mentor a team of Developers and Architects to design, prototype and develop software. Help align stakeholders from all areas – Business, Commercial, Product, Cross Vertical Technology and Operational Teams. Work in an Agile Environment with Detailed Planning and Estimation accuracy Design and implement new software systems, build distributed systems with efficiency and stability in mind. Lead design reviews with peers and partners to build the right solution using available technologies or solutions that caters to the best Guest and Cast Experience Identify areas of improvement in our application ecosystem and patterns of repeated problems proposing solutions that can be applied globally. Set Architecture best practices to improve scalability, performance, and availability based on technical and business considerations Analyze user requirements and define non-functional requirements (scalability, reliability, performance, throughput, availability, security, and maintainability). Develop proof of concepts and prototypes for innovative technologies and new business needs. Maximize the Return on Investment on Projects by building scalable and performant software systems Participate in Brainstorming Phases of Large-Scale Efforts within Commerce and other areas of Disney Parks and Experience Products. Basic "," 10+ years' experience in Software Development Experience within a fast-paced, software application delivery, and product launch environment Hand-on Experience with: Modern JavaScript-based applications and development frameworks such as Angular, Node.js, jQuery. Creating dynamic mobile friendly web apps that are cross-browser/cross-platform compatible. RESTful Web Services Jenkins and GIT TDD and writing unit tests. Web components UI Optimization, Automation, and Performance Tuning Familiarity working with Mobile Web Views Experience with AWS Suite (Service Management and Deployments, EC2 and ECS Containers, Elastic Search Caching, Lambdas, DynamoDB, MariaDB/MySQL, Kinesis, Developer Tools) Development Experience with expectation of 50% or more Code Engagement and Detailed Knowledge in areas: Messaging Patterns (Queuing vs Pub/Sub) HTTP/HTTPS protocol knowledge Relational Database knowledge (Primary keys, Indexes, Foreign keys, SQL) Basic cryptographic knowledge (symmetric/asymmetric encryption mechanisms) Web-based application security mechanisms (OAuth, HMAC) Knowledge of RESTful architectural style Experience writing API specifications Experience troubleshooting performance issues Hands-on Knowledge on Design Patterns - Great understanding in the following design patterns: Singleton, Factory, Observer, Builder, Adapter, Publisher/Subscriber, Decorator. Hands On Knowledge on Data Structures - Using Lists, Sets, Maps, Linked Lists, Queues, Stacks. Hands-on Knowledge of Algorithms- solve coding problems on whiteboard, Big O notation, time, and space complexity of the algorithms. Hands On Knowledge on Design and Architecture principles – Scalability, High Availability, Resiliency, Fault Tolerance, Redundancy, Reusability, Interoperability, Performance, Security, Maintainability, Cost optimization. "," Knowledge of Android or iOS Development: Swift, SwiftUI, Interface Builder, and Cocoa Touch, iOS back-end services Kotlin (Coroutines, Jetpack, Cocoa Pods, Carthage) Familiarity with Firebase Test Lab, Sauce Labs Test Cloud, or AWS Device Farm "," Bachelors degree in Computer Science, Computer Engineering, or Related Disciplines, or Equivalent Professional Experience Preferred Education Masters degree in Computer Science, Computer Engineering, or Related Disciplines, or Equivalent Professional Experience "," Masters degree in Computer Science, Computer Engineering, or Related Disciplines, or Equivalent Professional Experience ",NA,NA
30909262784,/job/sao-paulo/supervisor-marketing-sports/391/30909262784,"Supervisor, Marketing Sports",ESPN,"['São Paulo, Brazil ', ' Brazil']",2022-06-20," The Supervisor will be responsible for: Manage cross-platform, cohesive brand, and product marketing campaigns to build brand awareness and impact business goals for Disney Sports Vertical content. Guarantee high quality standards, ensuring innovation, high creativity and timely delivery for all communication efforts. Supervision and execution of all requirements for local campaigns across all channels. Consolidate key information into on-brand, visually appealing decks, creative briefs, and presentations; provide notes and feedback throughout the creative development process. Proactively manage timelines to ensure on-time deliverables, identify potential roadblocks and adjust to mitigate risks, and ensure campaigns run smoothly. Proven strong experience in developing and executing memorable marketing campaigns from strategy to implementation. Basic "," Required Tenure: Marketing or Business Preferred Industries: Entertainment, Advertising, Internet, Television, Sports, Telecom Technical / specific expertise: MS Office, Facebook Ads, Google Ads and Twitter Ads Languages: English and Spanish Intermediate. "," • Critical and strategic thinking • Leadership & self-starter • Creativity • Social media and digital marketing planning • Project Management • Media Planning • Problem Solving • Strong business sense • Maintain high standards of efficiency, consistency and timely delivery of all requests • Able to thrive in a fast-paced environment "," Bachelor degree in Business Administration, Marketing and related (MBA is a plus) ",NA,NA,NA
31577274784,/job/celebration/manager-revenue-management-projects-bookable-experiences/35576/31577274784,Manager - Revenue Management Projects - Bookable Experiences,"Parks, Experiences and Products","['Celebration, Florida, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31365809808,/job/singapore/editor-content-operations-japanese-speaking-1-year-contract/391/31365809808,"Editor, Content Operations (Japanese Speaking) - 1 Year Contract",Disney Media &amp; Entertainment Distribution,"['Singapore, Singapore']",2022-06-21," Perform all aspect of edit works including mastering and formatting of Japanese programs Conduct Standard and Practice and PSE editing on both video and audio files based on the censorship report to ensure all materials are complied with relevant regulations and practices of the recipient markets Conform foreign language dub tracks to match the video Perform digital conversion for different types of component, different frame rates or different format types in accordance with the distribution requirement Control the logistic flow to ensure all materials delivered in time for transmission and/or distributions Control and approve quality of incoming and processed media file including subtitle dubbing materials before sending for transmission and/or distribution Capturing and recording of assets related technical data such as timecode and format information, and maintain data accuracy in all application systems used by the operational functions, i.e., content management systems for both linear and nonlinear services, and their media processing systems Ensure that tasks assigned by Supervisor are completed in a timely manner with quality in place Help track details of all the operational problem, investigate and provide solutions Help manage all aspects of standard operational procedures is kept and up to date Basic ",NA,NA,NA,NA,NA,NA
31060962720,/job/celebration/manager-revenue-management-projects-bookable-experiences/391/31060962720,Manager – Revenue Management Projects - Bookable Experiences,"Disney Parks, Experiences and Products","['Celebration, Florida, United States']",2022-06-15," How would you like to be a leader of world-class revenue management strategies for Walt Disney World’s hundreds of restaurants and other bookable experiences? You will own development of initiatives from inception to execution through strong partnership, influence, and robust product management.  Every day as Manager of Revenue Management - Bookable Experiences is unique and rewarding! On any day you might: Lead Walt Disney World F&B Revenue Management strategy development, impacting hundreds of locations, using consumer centric and data driven analytics Lead business strategy development and implementation of a world class one-of-a-kind F&B RM system which dynamically optimizes table/seat utilization and overbookings at all seated dining locations at WDW and DLR Guide your team to continuously improve ""templates"" at all owned & operated seated restaurants to optimize the number of Guests served Project manage the implementation of approved initiatives, leading partners and processes to ensure seamless go-to-market across all F&B outlets Build your team’s recommendations and present to partners and senior leaders Champion an amazing team culture through team meetings, one-on- one coaching sessions, activities, and volunteer events Basic ",NA,NA,NA,NA,NA,NA
28866548464,/job/burbank/manager-hr-business-partner/391/28866548464,"Manager, HR Business Partner",Disney Streaming,"['Burbank, California, United States']",2022-06-15," Leverage partnerships and business acumen to enable the creation and implementation of strategies in alignment with business priorities and goals Immerse yourself in the organization to build productive relationships with internal stakeholders and clients on all levels Foster leadership success as a proactive thought partner anticipating the business cycles and serving as a consultant during periods of change management, as well as leveraging business data, metrics and external market insights to inform decisions Implement employee engagement strategies to foster an environment based on respect and values Develop and execute a lifecycle approach to talent management by assessing organizational performance systemically, defining talent gaps and proposing solutions in support of business objectives Coach and consult on organizational design and management issues, as well as challenging and/or influencing decision-making processes Streamline and implement new, large-scale structures and/or processes to create speed, efficiency and agility within the organization Lead large-scale change management efforts around culture and process evolution Develop thoughtful, integrated approaches to promote diversity and inclusion in talent attraction, development and retention Facilitate the consistent application, implementation and improvement of Human Resources programs Manage day-to-day employee relations issues, including escalation to Employee Relations partners Basic "," Possess at least 5 years of human resources experience Undergraduate Degree Strong consultative skills and ability to influence Ability to think strategically and navigate complex matrix environments Credible, proactive and trusted thought-partner who has built relationships and delivered results Ability to thrive within ambiguity and drive complex projects Experience with partnering with labor relations a plus ",NA,NA,NA,NA,NA
31292729808,/job/santa-monica/engagement-and-retention-manager/391/31292729808,Engagement and Retention Manager,Hulu,"['Santa Monica, California, United States']",2022-06-19," Collect requirements from Content Programming team members to continuously improve the tools that powers in-app navigation, campaign execution, in order to best serve the needs of viewers and the business. Work with Hulu and Disney Streaming Product teams to champion the needs of the Programming team for on-channel tooling solutions. Lead on-channel experimentation where you will partner with Product Managers across the organization to conceive of, plan and execute on-channel testing. Lead the prioritization of new and improved dashboards for the Content Programming team. Support special events and promotion opportunities that require new tech capabilities and ensure timely delivery. Communicate progress regularly to Programming team and other relevant stakeholders. Aid in the software development lifecycle of new experience features by leading the programming configuration necessary for developer and QA testing. Drive content launch and testing strategy for high-profile collaborations. Ensure documentation is current, relevant and evolving alongside the tools. Basic ",NA,NA,NA,NA,NA,NA
31577301296,/job/glendale/sr-product-manager-metadata/35576/31577301296,"Sr Product Manager, Metadata",Disney Media &amp; Entertainment Distribution,"['Glendale, California, United States']",2022-06-24," Collaborate with business partners and cross-functional teams to identify and clearly define business requirements Align business partners and cross-functional teams on product vision and strategy Exhibit natural and intuitive user empathy Can clearly articulate product strategy and manage business partners expectations accordingly Make thoughtful, well documented assumptions Assist in process alignment and standardization Own product management for a distinct Product/Platform in domain Support definition of Product Strategy in Define and align Product Roadmaps, clearly communicating the connection between vision, strategy, objectives, and roadmap Own definition of cost/benefit analysis and prepare lean business case Derive realistic product targets / KPIs (with help for complex products) Active use of product frameworks and tools to document information in a structured way (user journey maps, flow, information architecture, etc.) Lead business partner engagements to analyze the value proposition of business requests and provide alternative solutions, as needed to ensure we stay consistently focused on the product strategy Manage maintenance and prioritization of product backlog, ensuring transparent, well aligned & justified prioritization within your area of responsibility Guide team through selecting, crafting, and validating effective solutions for problems (with help for complex problems) Slice solutions to a viable minimum product that effectively solve prioritized requirements Key participant of daily scrum meetings, planning, reviews, and retrospectives Lead Retrospectives, as needed Define User Acceptance Test (UAT) Scripts development Own User Acceptance Testing (UAT), working in collaboration with Operations & Change Management Coordinate major product releases Own system processes, user guides, and training materials on product features where needed Collaborate, partner and coordinate with cross-functional teams (engineering, design, QA, and product leadership) to streamline product features and enhance business processes Partner with engineering and program managers to implement solutions aligned with the product strategy and Content Platforms strategic objectives Mentor junior product managers Support any other activities / duties to help achieve business objectives ",NA,NA,NA,NA,NA,NA
31577294272,/job/lake-buena-vista/principal-it-disaster-recovery-and-business-continuity-manager/35576/31577294272,"Principal, IT Disaster Recovery and Business Continuity Manager",The Walt Disney Company (Corporate),"['Lake Buena Vista, Florida, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577302928,/job/san-francisco/r-and-d-engineer-real-time-rendering/35576/31577302928,R&amp;D Engineer - Real-Time Rendering,The Walt Disney Studios,"['San Francisco, California, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577299200,/job/london/virtual-production-r-and-d-engineer-ilm-london/35576/31577299200,Virtual Production R&amp;D Engineer ILM London,The Walt Disney Studios,"['London, United Kingdom']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577247760,/job/morrisville/senior-software-test-and-automation-engineer/35576/31577247760,Senior Software Test and Automation Engineer,Disney Media &amp; Entertainment Distribution,"['Morrisville, North Carolina, United States']",2022-06-23,NA,NA,NA,NA,NA,NA,NA
31577241280,/job/burbank/technical-program-manager-media-engineering/35576/31577241280,Technical Program Manager - Media Engineering,Disney Media &amp; Entertainment Distribution,"['Burbank, California, United States']",2022-06-23,NA,NA,NA,NA,NA,NA,NA
31502937152,/job/london/media-systems-engineer-london-united-kingdom/391/31502937152,"Media Systems EngineerLondon, United Kingdom",Industrial Light &amp; Magic,"['London, United Kingdom']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31347911264,/job/celebration/sr-software-engineer-servicenow-appian-salesforce/391/31347911264,Sr Software Engineer - ServiceNow/Appian/Salesforce,The Walt Disney Company (Corporate),"['Celebration, Florida, United States ', ' Burbank, California, United States']",2022-06-20," Help design and implement software systems and services Develop, tests and deploys small to medium, software solutions that meet specifications and affect future developments Conduct initial planning and ensure technical and operational models meet overall system and requirements and determine need for customized solutions Collaborate with cross functional technical teams to ensure understanding on projects and software feature deliverables Set technical architectural direction for assigned areas Understand the possible effects of design and implementation decisions on all interconnected systems Lead assigned projects Manage project budgets and provide monthly forecasts Be an escalation point for difficult problems and complex inquiries Be a peer group leader to and help train staff on Software Engineering standards and processes Basic "," At least 5 years of experience in a in a Software Engineering or software development role, developing a complex product within an enterprise At least 3 years of experience developing solutions: ServiceNow, Salesforce, or Appian platforms Admin or Developer certifications within ServiceNow. Salesforce or Appian Depth knowledge JavaScript, Java, REST, XML, HTML and CSS Knowledge of ITIL v3 or later and ITSM best practices Translate complex ideas into understandable requirements, value statements, and business outcomes Demonstrated experience leading small teams to achieve projects and business outcomes Experience with agile software development methodologies (PMI-ACP, SAFe Agilist, ICP-ACC) ", Experience with multiple platforms listed a plus ," BS in Computer Science or another degree in a related discipline Preferred Education MS in Computer Science, Master of Business Administration (MBA) or other advanced degree in a related discipline Agile, or other software engineering courses/certifications "," MS in Computer Science, Master of Business Administration (MBA) or other advanced degree in a related discipline Agile, or other software engineering courses/certifications ",NA,NA
29302266816,/job/glendale/senior-software-engineer-services-development/391/29302266816,Senior Software Engineer - Services Development,"Disney Parks, Experiences and Products","['Glendale, California, United States']",2022-06-20," Build well-designed, well-engineered, stable, scalable cloud based applications using Go in Google Cloud Platform Manage and participate in the software development lifecycle, including the build, deployment, packaging, and dependency management stages Perform unit and system level testing on their application and all affected systems Work both independently and collaborate with a team of engineers with peer reviews to learn from and teach one another Partner with business stakeholders to deliver features on time and to specifications Provide detailed estimates of work and ensure timely delivery of features Continuously learn and keep up to date with emerging technologies to evaluate impact to business and member value Deliver an outstanding experience for our Guests Basic "," 5+ years of full software development lifecycle experience Firm understanding of best practices for object-oriented and modularized software with a particular emphasis on Go Passionate about writing clean, well-organized, and production-ready code Experience working with Git version control, or equivalent, in a collaborative team environment, creating pull requests and performing code reviews Self-motivated with strong problem-solving skills Excellent communication skills and experience working collaboratively with cross-functional teams of product managers, designers, and engineers An understanding of how to protect web applications from common security vulnerabilities Be organized and able to remain productive even when you have multiple deliverables Strongly collaborative and excels on a focused team Desires to learn new things, try new technology, and seek opportunities to grow and mentor A smart, results-oriented person with a mix of passion for solid application architecture and coding, who also has the soft skills of building relationships and consensus Strong ability to maintain focus and problem solve through obstacles in a dynamic, fast-paced environment; provides realistic estimations and escalates proactively when necessary Connects their code to the business problems being solved and translates effectively across business and technical boundaries; motivated to learn about and impact new markets  "," Experience with Google Cloud Platform (GCP), especially Firestore, Firebase, Cloud Functions, Pub/Sub, and BigQuery Working knowledge of Python, Javascript, and/or Node "," BS or BA in Computer Science, Engineering, or related field or equivalent experience ",NA,NA,NA
31577294160,/job/lake-buena-vista/program-lead/35576/31577294160,Program Lead,The Walt Disney Company (Corporate),"['Lake Buena Vista, Florida, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
30579350656,/job/burbank/distribution-ops-mgr-originals-and-new-release-delivery/391/30579350656,Distribution Ops Mgr-Originals and New Release Delivery,Disney Media &amp; Entertainment Distribution,"['Burbank, California, United States']",2022-06-14," Distribution Operations Manager coordinates the creation of servicing, and localization assets used to service clients across all media types. The Distribution Operations Manager is the liaison between vendors, internal departments, and clients. Responsibilities include managing post charts, on time asset delivery, and weekly milestones are met. Disney specifications and SLA with vendors. Reviewing and approving invoicing. Responsible for servicing Disney+, EST, SVOD, and other clients. In addition to providing assets to territories worldwide to meet their local needs. Uses best practices and knowledge of internal or external business issues to improve products or services Acts as a resource for colleagues with less experience. Role exhibits full knowledge and expertise in the function/specialty. Accountable for driving execution and delivery of multiple high-profile projects/accounts projects with moderate resource requirements, risk, and/or complexity. May lead team-wide projects. Continuously looks for process improvement opportunities. Oversee applicable workflows, ensuring all deliveries have been completed. Communicate deadlines and delivery expectations across functional teams for downstream workflow needs. Escalate delivery delays to appropriate teams, inclusive of contingency plan(s). Partner with other stakeholders to ensure accurate readiness of assets (rights, plans, components, artwork, metadata, etc. depending on specific vertical). Documenting, troubleshooting, and escalating issues - ultimately driving to resolution through collaboration of internal or external partners. Impacts a range of customer, operational, project, or service activities within own team and other related teams; works within broad guidelines and policies. Explains difficult or sensitive information via executive updates; works to build consensus. Presents roadblocks and works with management to resolve critical resource conflicts. Interacts with internal and external peers and managers to exchange complex information related to areas of specialization. The role will oversee the delivery process of episodic, feature, bonus, shorts, trailers, artwork, and/or metadata to various digital platforms globally. Key day-to-day tasks include extensive vendor & asset management, inventory research, management of orders, curating source assets, communicating with customers, clients, & internal business ops team, dealing with rejections, establishing a process SLA (Service Level Agreement), and managing vendor & supplier performance metrics. Role where an employee may spend most of his/her career; top level role in a progression unless specialized skills are acquired or team leadership is applied. Basic "," Must have Localization experience and know the in and outs of dealing with dubbing studios and negotiating delivery schedules. Individual has in-depth knowledge and experience in own specialty. Is capable of solving complex problems; takes a new perspective on existing solutions. Works independently while receiving minimal guidance. Exercises judgment based on the analysis of multiple sources of information. Requires conceptual and practical expertise in own specialty and basic knowledge of related specialties. Understanding of digital content distribution concepts and technologies including TVE, OTT, STB, VOD. Interest in emerging technology and platforms; particularly streaming media services. Has in-depth knowledge of best practices and how own area integrates with others; is aware of the competition and the factors that differentiate them in the market. "," Subject matter expertise in EST/VOD/Digital Distribution specifications, file and packaging formats, workflows, deliverables and quality metrics. Ability to anticipate and respond to client requirements proactively. Up-to-date technical knowledge in digital media tools and technologies. Previous customer service experience and managing clients. Deep understanding on A/V technical formats including IMF, UHD, HDR, Dolby-Vision, ATMOS and pro-res as well as localization requirement for dub and sub assets internationally. Previous experience in working with and managing vendors. ",NA,NA,NA,NA
28974054480,/job/burbank/distribution-ops-associate-current-servicing-ph/391/28974054480,Distribution Ops Associate-Current Servicing (PH),Disney Media &amp; Entertainment Distribution,"['Burbank, California, United States']",2022-06-14," Responsible for servicing D+, Hulu, Broadcast, EST, SVOD, and other clients. In addition to providing assets to territories worldwide to meet their local needs. Works with vendors, internal departments, and clients. Responsibilities include tracking on time asset delivery, and weekly milestones are met. Reviewing QC reports and troubleshooting issues identified. Tracking delivery of assets to Digital Asset Management systems. Upholding Disney specifications and SLA with vendors. Reviewing and approving invoicing. No supervisory responsibilities, but may manage interactions and deliverables by outside vendors. Leads small projects from end-to-end which may include localization & picture strategy, overall plan of fulfillment and release, QC expectations, remediation planning & resolution recommendations, ownership of orders, review and approval of invoices, and tracking & archiving assets. Guarantee timely, high-quality execution across the supply chain and assists in creating detailed project plans to ensure deadlines are met and handoffs are successful. Create and maintain documentation including project plans, templates, and post-mortems. Effectively solves problems and roadblocks as they occur while escalating when necessary. Mostly focused on execution of work with some elements of planning. Impacts quality of own work and periodically the work of others on the team; works within guidelines and policies. Interacts with internal and external peers and/or managers to exchange semi-complex information related to assigned activities. Able to distill information accurately and convey it (verbally and/or written) to business partners and stakeholders. Serves as key contact with project team members to help resolve project resource conflicts. Communicate both detailed and high-level progress to stakeholders. The role will oversee the delivery process of episodic, feature, bonus, shorts, trailers, artwork, and/or metadata to various digital platforms globally, including supporting metrics. The role will perform extensive vendor & asset management and conduct research across all inventories, systems, and tools LTS uses for servicing operations. Basic ",NA,NA,NA,NA,NA,NA
28974053168,/job/burbank/distribution-ops-mgr-current-tv-servicing-localization-ph/391/28974053168,Distribution Ops Mgr-Current TV Servicing/Localization (PH),Disney Media &amp; Entertainment Distribution,"['Burbank, California, United States']",2022-06-14," The Distribution Operations Manager coordinates the creation of servicing, and localization assets used to service clients across all media types. The Distribution Operations Manager is the liaison between vendors, internal departments, and clients. Responsibilities include managing post charts, on time asset delivery, and weekly milestones are met. Disney specifications and SLA with vendors. Reviewing and approving invoicing. Responsible for servicing Current TV contents to Disney+, EST, SVOD, and other clients. In addition to providing assets to territories worldwide to meet their local needs. Accountable for driving execution and delivery of multiple high-profile projects/accounts projects with moderate resource requirements, risk, and/or complexity. May lead team-wide projects. Continuously looks for process improvement opportunities. Oversee applicable workflows, ensuring all deliveries have been completed. Communicate deadlines and delivery expectations across functional teams for downstream workflow needs. Escalate delivery delays to appropriate teams, inclusive of contingency plan(s). Partner with other stakeholders to ensure accurate readiness of assets (rights, plans, components, artwork, metadata, etc. depending on specific vertical). Documenting, troubleshooting, and escalating issues - ultimately driving to resolution through collaboration of internal or external partners. Impacts a range of customer, operational, project, or service activities within own team and other related teams; works within broad guidelines and policies. Explains difficult or sensitive information via executive updates; works to build consensus. Presents roadblocks and works with management to resolve critical resource conflicts. Interacts with internal and external peers and managers to exchange complex information related to areas of specialization. The role will oversee the delivery process of episodic, feature, bonus, shorts, trailers, artwork, and/or metadata to various digital platforms globally. Key day-to-day tasks include extensive vendor & asset management, inventory research, management of orders, curating source assets, communicating with customers, clients, & internal business ops team, dealing with rejections, establishing a process SLA (Service Level Agreement), and managing vendor & supplier performance metrics. Role where an employee may spend most of his/her career; top level role in a progression unless specialized skills are acquired or team leadership is applied. Basic "," Must have Localization experience and know the ins and outs of dealing with dubbing studios and negotiating delivery schedules. Individual has in-depth knowledge and experience in own specialty. Uses best practices and knowledge of internal or external business issues to improve products or services; acts as a resource for colleagues with less experience. Role exhibits full knowledge and expertise in the function/specialty. Is capable of solving complex problems; takes a new perspective on existing solutions. Works independently while receiving minimal guidance. Exercises judgment based on the analysis of multiple sources of information. Requires conceptual and practical expertise in own specialty and basic knowledge of related specialties. Understanding of digital content distribution concepts and technologies including TVE, OTT, STB, VOD. Interest in emerging technology and platforms; particularly streaming media services. Has in-depth knowledge of best practices and how own area integrates with others; is aware of the competition and the factors that differentiate them in the market. "," Ability to anticipate and respond to client requirements proactively. Up-to-date technical knowledge in digital media tools and technologies. Previous customer service experience and managing clients. Deep understanding on A/V technical formats including IMF, UHD, HDR, Dolby-Vision, ATMOS and pro-res as well as localization requirement for dub and sub assets internationally. Previous experience in working with and managing vendors. ",NA,NA,NA,NA
31577267872,/job/singapore/ilmxlab-senior-lighting-artist/35576/31577267872,ILMxLAB Senior Lighting Artist,Lucasfilm,"['Singapore, Singapore']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
31577244960,/job/san-francisco/lead-product-designer-d-growth/35576/31577244960,"Lead Product Designer, D+ Growth",Disney Media &amp; Entertainment Distribution,"['San Francisco, California, United States']",2022-06-23,NA,NA,NA,NA,NA,NA,NA
